,sentence_id,sentence,category,sentiment
2617,B0096VDM8G_34_A1B3PJ2QZABWXO:3,The pair allow for seamless navigation throughout the whole interface.,LAPTOP#USABILITY,positive
2618,B0096VDM8G_34_A1B3PJ2QZABWXO:4,Battery life is astonishing given the processing power and high resolution display.,BATTERY#OPERATION_PERFORMANCE,positive
2619,B0096VDM8G_34_A1B3PJ2QZABWXO:4,Battery life is astonishing given the processing power and high resolution display.,CPU#OPERATION_PERFORMANCE,positive
2620,B0096VDM8G_34_A1B3PJ2QZABWXO:4,Battery life is astonishing given the processing power and high resolution display.,DISPLAY#QUALITY,positive
2621,B0096VDM8G_34_A1B3PJ2QZABWXO:5,I can easily get 10 hours out of a full charge.,BATTERY#OPERATION_PERFORMANCE,positive
2623,B0096VDM8G_34_A1B3PJ2QZABWXO:7,"Overall, a high quality laptop and a great value considering all this computer has to offer.",LAPTOP#QUALITY,positive
2624,B0096VDM8G_34_A1B3PJ2QZABWXO:7,"Overall, a high quality laptop and a great value considering all this computer has to offer.",LAPTOP#PRICE,positive
2625,B0096VDM8G_34_A1B3PJ2QZABWXO:7,"Overall, a high quality laptop and a great value considering all this computer has to offer.",LAPTOP#GENERAL,positive
2626,B0096VDM8G_4_A38OXSOE07310S:0,Well worth the extra cost.,LAPTOP#GENERAL,positive
2629,B0096VDM8G_4_A38OXSOE07310S:2,Size is perfect and display is beautiful!,LAPTOP#DESIGN_FEATURES,positive
2630,B0096VDM8G_4_A38OXSOE07310S:2,Size is perfect and display is beautiful!,DISPLAY#GENERAL,positive
2632,B00KMRGF28_215_A3F2WL4GE692P5:0,"Excellent performance, especially given its price point.",LAPTOP#OPERATION_PERFORMANCE,positive
2633,B00KMRGF28_215_A3F2WL4GE692P5:0,"Excellent performance, especially given its price point.",LAPTOP#PRICE,positive
2635,B00KMRGF28_215_A3F2WL4GE692P5:2,The screen is wide and provides excellent clarity.,DISPLAY#DESIGN_FEATURES,positive
2636,B00KMRGF28_215_A3F2WL4GE692P5:2,The screen is wide and provides excellent clarity.,DISPLAY#QUALITY,positive
2641,B00KMRGF28_215_A3F2WL4GE692P5:6,I can appreciate why she recommended it!,LAPTOP#GENERAL,positive
2643,B00KMRGF28_240_A1LUL9CBASL11L:0,Don't expect much in terms of performance from this laptop.,LAPTOP#OPERATION_PERFORMANCE,negative
2644,B00KMRGF28_240_A1LUL9CBASL11L:1,"It gets the job done in terms of having a computer that can browse the web, use Word/Excel, and the like.",LAPTOP#MISCELLANEOUS,positive
2645,B00KMRGF28_240_A1LUL9CBASL11L:2,This laptop does NOT have an RJ-45 Ethernet adapter for wired network connection.,LAPTOP#DESIGN_FEATURES,negative
2646,B00KMRGF28_240_A1LUL9CBASL11L:2,This laptop does NOT have an RJ-45 Ethernet adapter for wired network connection.,LAPTOP#CONNECTIVITY,negative
2647,B00KMRGF28_246_AHZ2QY0FTQK3R:0,fast easy,LAPTOP#OPERATION_PERFORMANCE,positive
2648,B00KMRGF28_246_AHZ2QY0FTQK3R:0,fast easy,LAPTOP#USABILITY,positive
2650,B00KMRGF28_259_A22ELO0I334LNR:1,So far I do not have any trouble with it other than the picture quality is a bit poor.,LAPTOP#GENERAL,positive
2651,B00KMRGF28_259_A22ELO0I334LNR:1,So far I do not have any trouble with it other than the picture quality is a bit poor.,DISPLAY#QUALITY,negative
2653,B00KMRGF28_259_A22ELO0I334LNR:3,I have had it over a month now and it works just fine.,LAPTOP#OPERATION_PERFORMANCE,positive
2654,B00KMRGF28_259_A22ELO0I334LNR:4,This laptop suits my needs: as i am currently studying online and just need a computer for that purpose.,LAPTOP#MISCELLANEOUS,positive
2655,B00KMRGF28_259_A22ELO0I334LNR:5,My daughter uses it for college too and it works great for both of us.,LAPTOP#MISCELLANEOUS,positive
2656,B00KMRGF28_259_A22ELO0I334LNR:6,"So i gave this 4 stars but only because of the poor picture quality, other than that it is a great buy!",LAPTOP#GENERAL,positive
2657,B00KMRGF28_259_A22ELO0I334LNR:6,"So i gave this 4 stars but only because of the poor picture quality, other than that it is a great buy!",DISPLAY#QUALITY,negative
2658,B00KMRGF28_389_A39AJESZOC4H6J:0,This laptop is absolutely horrible.,LAPTOP#GENERAL,negative
2659,B00KMRGF28_389_A39AJESZOC4H6J:1,I bought it simply for Excel on Windows for work since I have a Macbook Air and literally the thing freezes and lags opening Excel or my web browser.,LAPTOP#OPERATION_PERFORMANCE,negative
2660,B00KMRGF28_389_A39AJESZOC4H6J:2,There is a chance mine is defective but regardless I'm not going to try another one this is a terrible product.,LAPTOP#GENERAL,negative
2661,B00KMRGF28_389_A39AJESZOC4H6J:3,I'd much rather bite the bullet and spend a little more for a product that actually meets minimum computing expectations for 2014.,LAPTOP#GENERAL,negative
2662,B00KMRGF28_389_A39AJESZOC4H6J:4,I appreciate the effort to hit affordable pricing Dell but just not worth it.,LAPTOP#PRICE,positive
2663,B00KMRGF28_389_A39AJESZOC4H6J:4,I appreciate the effort to hit affordable pricing Dell but just not worth it.,LAPTOP#GENERAL,negative
2664,B00FU83YWS_277_AZH4JFP4U8IVR:0,It is slow and complicated and very disappointing,LAPTOP#OPERATION_PERFORMANCE,negative
2665,B00FU83YWS_277_AZH4JFP4U8IVR:0,It is slow and complicated and very disappointing,LAPTOP#USABILITY,negative
2666,B00FU83YWS_277_AZH4JFP4U8IVR:0,It is slow and complicated and very disappointing,LAPTOP#GENERAL,negative
2667,B00KB3MXH4_10_A32154TIUMUEBZ:0,Great labtop..,LAPTOP#GENERAL,positive
2668,B00KB3MXH4_10_A32154TIUMUEBZ:1,not as fast as I would have liked it to be but everything else is great!,LAPTOP#OPERATION_PERFORMANCE,negative
2669,B00KB3MXH4_10_A32154TIUMUEBZ:1,not as fast as I would have liked it to be but everything else is great!,LAPTOP#GENERAL,positive
2670,B00KB3MXH4_15_A1HHHK2JW28E4Z:0,I've only had this computer for a few days an I already don't like it.,LAPTOP#GENERAL,negative
2671,B00KB3MXH4_15_A1HHHK2JW28E4Z:1,The battery life is a joke and it's causing other problems.,BATTERY#OPERATION_PERFORMANCE,negative
2672,B00KB3MXH4_15_A1HHHK2JW28E4Z:2,I will be returning it.,LAPTOP#GENERAL,negative
2673,B00KB3MXH4_15_A1HHHK2JW28E4Z:3,If people are writing bad reviews about this laptop then believe what they say.,LAPTOP#GENERAL,negative
2676,B00KB3MXH4_6_A1OJE3DZ64LB6H:2,The sound is disappointing.,MULTIMEDIA_DEVICES#QUALITY,negative
2677,B00KB3MXH4_6_A1OJE3DZ64LB6H:3,No bass sound at all.,MULTIMEDIA_DEVICES#QUALITY,negative
2678,B00KB3MXH4_6_A1OJE3DZ64LB6H:4,Maybe this one is just a dud.,LAPTOP#QUALITY,negative
2679,B00KMRGF28_112_AG0H7UG6OX2GU:0,the computer is very wonderful.,LAPTOP#GENERAL,positive
2680,B00KMRGF28_112_AG0H7UG6OX2GU:1,was not aware it did not have a disk drive when i bought it or i would not of purchased it.,LAPTOP#DESIGN_FEATURES,negative
2681,B00KMRGF28_112_AG0H7UG6OX2GU:2,it does have a habit of restarting itself when you try to do the log in pw. but over all. im very satisfied.,LAPTOP#OPERATION_PERFORMANCE,negative
2682,B00KMRGF28_112_AG0H7UG6OX2GU:2,it does have a habit of restarting itself when you try to do the log in pw. but over all. im very satisfied.,LAPTOP#GENERAL,positive
2683,B00KMRGF28_112_AG0H7UG6OX2GU:3,its very fast and very light.,LAPTOP#OPERATION_PERFORMANCE,positive
2684,B00KMRGF28_112_AG0H7UG6OX2GU:3,its very fast and very light.,LAPTOP#DESIGN_FEATURES,positive
2685,B00KMRGF28_112_AG0H7UG6OX2GU:4,great product.,LAPTOP#GENERAL,positive
2686,B00KMRGF28_112_AG0H7UG6OX2GU:5,i am giviing it four stars instead of five because of no disk drive and the crashing,LAPTOP#GENERAL,positive
2687,B00KMRGF28_112_AG0H7UG6OX2GU:5,i am giviing it four stars instead of five because of no disk drive and the crashing,LAPTOP#DESIGN_FEATURES,negative
2688,B00KMRGF28_112_AG0H7UG6OX2GU:5,i am giviing it four stars instead of five because of no disk drive and the crashing,LAPTOP#OPERATION_PERFORMANCE,negative
2689,B00KMRGF28_149_A3J4TEK6ANKJHC:0,I absolutely love my Dell Inspiron!,LAPTOP#GENERAL,positive
2692,B00KMRGF28_149_A3J4TEK6ANKJHC:3,"It powers on/off very quickly, and it loads up automatically.",LAPTOP#OPERATION_PERFORMANCE,positive
2694,B00KMRGF28_149_A3J4TEK6ANKJHC:5,"For $250, I highly recommend!!",LAPTOP#GENERAL,positive
2695,B00KMRGF28_149_A3J4TEK6ANKJHC:5,"For $250, I highly recommend!!",LAPTOP#PRICE,positive
2696,B00KMRGF28_47_A1K5HRS73WO4T6:0,very poor quality lap top....,LAPTOP#QUALITY,negative
2697,B00KMRGF28_47_A1K5HRS73WO4T6:1,I am returning it...,LAPTOP#GENERAL,negative
2698,B00KMRGF28_48_A3914LHGTO220M:0,Slow,LAPTOP#OPERATION_PERFORMANCE,negative
2699,B00KMRGF28_49_A23AEXWHKWJSJ2:0,GREAT value laptop!,LAPTOP#GENERAL,positive
2700,B00KMRGF28_49_A23AEXWHKWJSJ2:0,GREAT value laptop!,LAPTOP#PRICE,positive
2701,B00KMRGF28_49_A23AEXWHKWJSJ2:1,I can't believe this was just $250,LAPTOP#PRICE,positive
2703,B00KMRGF28_49_A23AEXWHKWJSJ2:3,"Speed is great, easy to set up and get going.",LAPTOP#OPERATION_PERFORMANCE,positive
2704,B00KMRGF28_49_A23AEXWHKWJSJ2:3,"Speed is great, easy to set up and get going.",LAPTOP#USABILITY,positive
2705,B00KMRGF28_49_A23AEXWHKWJSJ2:4,Very pleased so far.,LAPTOP#GENERAL,positive
2706,B00KMRGF28_53_A1ZMHESX3UZIU7:0,It is very difficult to use this computer.,LAPTOP#USABILITY,negative
2707,B00KMRGF28_53_A1ZMHESX3UZIU7:1,Too many steps to get anywhere and hard to set up,LAPTOP#USABILITY,negative
2708,B00KMRGF28_54_A3ODG9PLY4Z27Y:0,"This things run smoothly for its price, and the battery life seems to go on forever.",LAPTOP#OPERATION_PERFORMANCE,positive
2710,B00KMRGF28_54_A3ODG9PLY4Z27Y:0,"This things run smoothly for its price, and the battery life seems to go on forever.",BATTERY#OPERATION_PERFORMANCE,positive
2713,B00KMRGF28_54_A3ODG9PLY4Z27Y:3,I wasn't disappointed in its performance.,LAPTOP#OPERATION_PERFORMANCE,positive
2714,B00KMRGF28_54_A3ODG9PLY4Z27Y:4,"All in all, it's well worth its price tag.",LAPTOP#GENERAL,positive
2715,B00KMRGF28_54_A3ODG9PLY4Z27Y:4,"All in all, it's well worth its price tag.",LAPTOP#PRICE,positive
2716,B00KMRGF28_78_AX6U6FG5HD88L:0,Great laptop for the price.,LAPTOP#GENERAL,positive
2718,B00KMRGF28_78_AX6U6FG5HD88L:1,It was nearly impossible to find a laptop that had A) a side keyboard.,KEYBOARD#DESIGN_FEATURES,positive
2720,B00KMRGF28_78_AX6U6FG5HD88L:3,B) a DVD/CD player.,LAPTOP#DESIGN_FEATURES,positive
2722,B00KMRGF28_78_AX6U6FG5HD88L:5,C) a large hard drive instead of using the Cloud,HARD_DISC#DESIGN_FEATURES,positive
2723,B00KMRGF28_78_AX6U6FG5HD88L:6,D) was under $300 with shipping.,LAPTOP#PRICE,positive
2724,B00KMRGF28_78_AX6U6FG5HD88L:7,The only con is Windows effin 8.,OS#GENERAL,negative
2725,B00KMRGF28_78_AX6U6FG5HD88L:8,Still giving it a 5 star rating because it is fast and a nice sized screen.,LAPTOP#GENERAL,positive
2726,B00KMRGF28_78_AX6U6FG5HD88L:8,Still giving it a 5 star rating because it is fast and a nice sized screen.,LAPTOP#OPERATION_PERFORMANCE,positive
2727,B00KMRGF28_78_AX6U6FG5HD88L:8,Still giving it a 5 star rating because it is fast and a nice sized screen.,DISPLAY#DESIGN_FEATURES,positive
2728,B00KMRGF28_78_AX6U6FG5HD88L:9,Great for web design and general work.,LAPTOP#MISCELLANEOUS,positive
2729,B00FU83YWS_61_A1TAIZR02ODKET:0,Overall good but processing power isn't very good.,LAPTOP#GENERAL,positive
2730,B00FU83YWS_61_A1TAIZR02ODKET:0,Overall good but processing power isn't very good.,CPU#OPERATION_PERFORMANCE,negative
2731,B00FU83YWS_61_A1TAIZR02ODKET:1,"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there.",OS#GENERAL,positive
2732,B00FU83YWS_61_A1TAIZR02ODKET:1,"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there.",OS#OPERATION_PERFORMANCE,negative
2733,B00FU83YWS_61_A1TAIZR02ODKET:2,I replaced stock drive with WD Black 7K drive and is still quite slow.,LAPTOP#OPERATION_PERFORMANCE,negative
2734,B00FU83YWS_61_A1TAIZR02ODKET:3,Battery doesn't last long web browsing (2.5 hours maybe).,BATTERY#OPERATION_PERFORMANCE,negative
2735,B00FU83YWS_145_A2ZQTQU49CF77U:0,It has some bloat wear that I wish weren't there.,LAPTOP#DESIGN_FEATURES,negative
2736,B00FU83YWS_145_A2ZQTQU49CF77U:0,It has some bloat wear that I wish weren't there.,SOFTWARE#GENERAL,negative
2737,B00FU83YWS_145_A2ZQTQU49CF77U:1,It works fine for a PC in this price range.,LAPTOP#OPERATION_PERFORMANCE,positive
2739,B00FU83YWS_145_A2ZQTQU49CF77U:2,I bought it for my parents (late 60s) and they love it - particularly the keyboard and screen.,LAPTOP#GENERAL,positive
2740,B00FU83YWS_145_A2ZQTQU49CF77U:2,I bought it for my parents (late 60s) and they love it - particularly the keyboard and screen.,KEYBOARD#GENERAL,positive
2741,B00FU83YWS_145_A2ZQTQU49CF77U:2,I bought it for my parents (late 60s) and they love it - particularly the keyboard and screen.,DISPLAY#GENERAL,positive
2742,B00FU83YWS_141_A3Q6JY8ZJAVPCW:0,Terrific value for the money.,LAPTOP#GENERAL,positive
2744,B00FU83YWS_141_A3Q6JY8ZJAVPCW:1,Love the key layout and the built-in mouse pad - all work well and are properly sized.,KEYBOARD#DESIGN_FEATURES,positive
2745,B00FU83YWS_141_A3Q6JY8ZJAVPCW:1,Love the key layout and the built-in mouse pad - all work well and are properly sized.,MOUSE#DESIGN_FEATURES,positive
2746,B00FU83YWS_141_A3Q6JY8ZJAVPCW:1,Love the key layout and the built-in mouse pad - all work well and are properly sized.,KEYBOARD#OPERATION_PERFORMANCE,positive
2747,B00FU83YWS_141_A3Q6JY8ZJAVPCW:1,Love the key layout and the built-in mouse pad - all work well and are properly sized.,MOUSE#OPERATION_PERFORMANCE,positive
2749,B00FU83YWS_141_A3Q6JY8ZJAVPCW:3,Highly recommended.,LAPTOP#GENERAL,positive
2750,B00FU83YWS_10_A1RQMWLGV6X4PV:0,works good but doesn't seem like it's made sturdy.,LAPTOP#OPERATION_PERFORMANCE,positive
2751,B00FU83YWS_10_A1RQMWLGV6X4PV:0,works good but doesn't seem like it's made sturdy.,LAPTOP#QUALITY,negative
2752,B00FU83YWS_10_A1RQMWLGV6X4PV:1,kinda to light and plastic feeling.,LAPTOP#DESIGN_FEATURES,negative
2753,B00FU83YWS_10_A1RQMWLGV6X4PV:1,kinda to light and plastic feeling.,LAPTOP#QUALITY,negative
2755,B00D7Z84OY_2_A1QJVGE8L3RA69:0,Killer computer.,LAPTOP#GENERAL,positive
2757,B00D7Z84OY_2_A1QJVGE8L3RA69:2,I would highly recommend this computer it is FAST!!!,LAPTOP#GENERAL,positive
2758,B00D7Z84OY_2_A1QJVGE8L3RA69:2,I would highly recommend this computer it is FAST!!!,LAPTOP#OPERATION_PERFORMANCE,positive
2760,B00D7Z84OY_19_A2KZTN24NDPI8P:0,Look and feel is good.,LAPTOP#DESIGN_FEATURES,positive
2761,B00D7Z84OY_19_A2KZTN24NDPI8P:0,Look and feel is good.,LAPTOP#QUALITY,positive
2762,B00D7Z84OY_19_A2KZTN24NDPI8P:1,I am experiencing the system little slower than what I have expected.,LAPTOP#OPERATION_PERFORMANCE,negative
2763,B00D7Z84OY_19_A2KZTN24NDPI8P:2,"And processor feels pressured even though I run medium scale programs, watching the way exhaust speed increases.",CPU#OPERATION_PERFORMANCE,negative
2764,B00D7Z84OY_1_A2MOLJZACB33ZY:0,The hdd has a scratching noise.,HARD_DISC#QUALITY,negative
2765,B00D7Z84OY_1_A2MOLJZACB33ZY:1,The system sometimes lags a lot.,LAPTOP#OPERATION_PERFORMANCE,negative
2766,B00AH4A950_10_A3H2VORR2TBEXA:0,I don't like it at all...,LAPTOP#GENERAL,negative
2767,B00AH4A950_10_A3H2VORR2TBEXA:1,I can't put a protector to make presentation...,LAPTOP#CONNECTIVITY,negative
2768,B00KMRGF28_186_A8O7SW93D9BW1:0,A good value on a quality product.,LAPTOP#QUALITY,positive
2769,B00KMRGF28_186_A8O7SW93D9BW1:0,A good value on a quality product.,LAPTOP#PRICE,positive
2770,B00KMRGF28_186_A8O7SW93D9BW1:1,"Easy setup, and delivers all the functions we need.",LAPTOP#USABILITY,positive
2771,B00KMRGF28_186_A8O7SW93D9BW1:1,"Easy setup, and delivers all the functions we need.",LAPTOP#OPERATION_PERFORMANCE,positive
2772,B00KMRGF28_168_A3TKNSIFQ0WOEE:0,This laptop is amazing!,LAPTOP#GENERAL,positive
2774,B00KMRGF28_168_A3TKNSIFQ0WOEE:1,"Despite the fact that there's no optical drive, everything is perfect.",LAPTOP#GENERAL,positive
2775,B00KMRGF28_168_A3TKNSIFQ0WOEE:2,"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use.",DISPLAY#QUALITY,positive
2776,B00KMRGF28_168_A3TKNSIFQ0WOEE:2,"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use.",MULTIMEDIA_DEVICES#GENERAL,positive
2777,B00KMRGF28_168_A3TKNSIFQ0WOEE:2,"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use.",MOUSE#USABILITY,positive
2778,B00KMRGF28_168_A3TKNSIFQ0WOEE:3,The home page/startup is easy to navigate which is the one thing I was mainly concerned about.,OS#USABILITY,positive
2779,B00KMRGF28_168_A3TKNSIFQ0WOEE:4,"Internet is fast and reliable, battery life lasts a long time.",LAPTOP#CONNECTIVITY,positive
2780,B00KMRGF28_168_A3TKNSIFQ0WOEE:4,"Internet is fast and reliable, battery life lasts a long time.",BATTERY#OPERATION_PERFORMANCE,positive
2781,B00KMRGF28_168_A3TKNSIFQ0WOEE:5,I love this laptop!,LAPTOP#GENERAL,positive
2782,B00KMRGF28_162_A2A9UX1U9D816V:0,LOOKS LIKE THIS DELL IS A PIECE OF CRAP.,LAPTOP#QUALITY,negative
2783,B00KMRGF28_162_A2A9UX1U9D816V:1,"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!",LAPTOP#OPERATION_PERFORMANCE,negative
2784,B00KMRGF28_162_A2A9UX1U9D816V:1,"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!",LAPTOP#QUALITY,negative
2785,B00KMRGF28_162_A2A9UX1U9D816V:2,DO NOT RECOMMEND!,LAPTOP#GENERAL,negative
2786,B00AH4A950_2_A2ST2XNUI1FB38:0,Awesome laptop!,LAPTOP#GENERAL,positive
2788,B00AH4A950_2_A2ST2XNUI1FB38:2,"Bootup time is amazing, battery life is decent and it has a great slim form factor.",LAPTOP#OPERATION_PERFORMANCE,positive
2790,B00AH4A950_2_A2ST2XNUI1FB38:2,"Bootup time is amazing, battery life is decent and it has a great slim form factor.",LAPTOP#DESIGN_FEATURES,positive
2793,B0096VDM8G_32_ARJBI2V6ET8A4:1,"There is somewhat of a learning curve, but the operating system, and hardware of this Mac are great.",OS#GENERAL,positive
2794,B0096VDM8G_32_ARJBI2V6ET8A4:1,"There is somewhat of a learning curve, but the operating system, and hardware of this Mac are great.",HARDWARE#GENERAL,positive
2795,B0096VDM8G_32_ARJBI2V6ET8A4:2,More than enough for my use.,LAPTOP#GENERAL,positive
2796,B0096VDM8G_32_ARJBI2V6ET8A4:3,"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;",DISPLAY#QUALITY,positive
2797,B0096VDM8G_32_ARJBI2V6ET8A4:3,"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;",KEYBOARD#DESIGN_FEATURES,positive
2798,B0096VDM8G_32_ARJBI2V6ET8A4:3,"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;",KEYBOARD#USABILITY,positive
2799,B0096VDM8G_32_ARJBI2V6ET8A4:4,I even installed a windows partition to be able to run Windows software.,LAPTOP#USABILITY,positive
2800,B0096VDM8G_32_ARJBI2V6ET8A4:5,"Things just work, they are fluid, easy to use and understand, fast and work well.",LAPTOP#OPERATION_PERFORMANCE,positive
2801,B0096VDM8G_32_ARJBI2V6ET8A4:5,"Things just work, they are fluid, easy to use and understand, fast and work well.",LAPTOP#USABILITY,positive
2802,B00KMRGF28_374_AS24VWQPFK1HB:0,"This computer is absolutely perfect for web browsing, watching video, word processing, and that's about it.",LAPTOP#MISCELLANEOUS,positive
2803,B00KMRGF28_374_AS24VWQPFK1HB:1,"If you want a computer that plays games or any advanced tasks like editing video, this computer is NOT for you.",LAPTOP#MISCELLANEOUS,negative
2804,B00KMRGF28_374_AS24VWQPFK1HB:2,"Now when I say don't expect to play games on it, I mean it.",LAPTOP#MISCELLANEOUS,negative
2805,B00KMRGF28_374_AS24VWQPFK1HB:3,Pretty much every major game save for Solitare won't even play on it due to the slower processor.,LAPTOP#MISCELLANEOUS,negative
2806,B00KMRGF28_374_AS24VWQPFK1HB:3,Pretty much every major game save for Solitare won't even play on it due to the slower processor.,CPU#OPERATION_PERFORMANCE,negative
2807,B00KMRGF28_374_AS24VWQPFK1HB:4,"Its also worth noting that there no bluetooth, no mircophone jack, no ethernet, no dvd/cd drive/burner, and no usb 3.0 ports.",LAPTOP#DESIGN_FEATURES,negative
2810,B00KMRGF28_374_AS24VWQPFK1HB:7,Don't expect it to take good pictures or video.,MULTIMEDIA_DEVICES#QUALITY,negative
2811,B00KMRGF28_374_AS24VWQPFK1HB:8,The battery is pretty soild.,BATTERY#OPERATION_PERFORMANCE,positive
2812,B00KMRGF28_374_AS24VWQPFK1HB:9,It lasts up to 5-6 hours with normal use.,BATTERY#OPERATION_PERFORMANCE,positive
2813,B00KMRGF28_374_AS24VWQPFK1HB:10,The computer itself runs very quiet and is mostly cool to the touch.,LAPTOP#QUALITY,positive
2814,B00KMRGF28_374_AS24VWQPFK1HB:11,The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.,OS#GENERAL,negative
2815,B00KMRGF28_374_AS24VWQPFK1HB:11,The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.,SOFTWARE#GENERAL,negative
2816,B00KMRGF28_374_AS24VWQPFK1HB:11,The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.,LAPTOP#DESIGN_FEATURES,negative
2822,B00KMRGF28_241_A30T2OLDHWQ1EP:1,I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.,LAPTOP#PRICE,positive
2823,B00KMRGF28_241_A30T2OLDHWQ1EP:1,I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.,LAPTOP#DESIGN_FEATURES,positive
2824,B00KMRGF28_241_A30T2OLDHWQ1EP:1,I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.,LAPTOP#MISCELLANEOUS,positive
2825,B00KMRGF28_241_A30T2OLDHWQ1EP:2,"Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor.",LAPTOP#OPERATION_PERFORMANCE,negative
2826,B00KMRGF28_241_A30T2OLDHWQ1EP:2,"Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor.",CPU#OPERATION_PERFORMANCE,negative
2827,B00KMRGF28_241_A30T2OLDHWQ1EP:3,"I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",OS#GENERAL,negative
2828,B00KMRGF28_241_A30T2OLDHWQ1EP:3,"I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",LAPTOP#USABILITY,positive
2829,B00KB3MXH4_0_A1CFRDJVZWJAVK:0,Love everything about this laptop!,LAPTOP#GENERAL,positive
2830,B00KB3MXH4_0_A1CFRDJVZWJAVK:1,"Sound, quality and touchscreen are awesome!",MULTIMEDIA_DEVICES#QUALITY,positive
2831,B00KB3MXH4_0_A1CFRDJVZWJAVK:1,"Sound, quality and touchscreen are awesome!",LAPTOP#QUALITY,positive
2832,B00KB3MXH4_0_A1CFRDJVZWJAVK:1,"Sound, quality and touchscreen are awesome!",DISPLAY#GENERAL,positive
2833,B00KB3MXH4_0_A1CFRDJVZWJAVK:2,I would definitely recommend this!!,LAPTOP#GENERAL,positive
2834,B00KB3MXH4_16_A159MX2ZLCCFU2:0,I love this laptop to the moon.,LAPTOP#GENERAL,positive
2835,B00KB3MXH4_16_A159MX2ZLCCFU2:1,"My favorite colors black and red, the matte material and the red backlight of the keyboard.",LAPTOP#DESIGN_FEATURES,positive
2836,B00KB3MXH4_16_A159MX2ZLCCFU2:1,"My favorite colors black and red, the matte material and the red backlight of the keyboard.",LAPTOP#QUALITY,positive
2837,B00KB3MXH4_16_A159MX2ZLCCFU2:1,"My favorite colors black and red, the matte material and the red backlight of the keyboard.",KEYBOARD#DESIGN_FEATURES,positive
2838,B00KB3MXH4_16_A159MX2ZLCCFU2:2,The sound is great and it's fast.,MULTIMEDIA_DEVICES#QUALITY,positive
2839,B00KB3MXH4_16_A159MX2ZLCCFU2:2,The sound is great and it's fast.,LAPTOP#OPERATION_PERFORMANCE,positive
2841,B00KB3MXH4_16_A159MX2ZLCCFU2:4,"The laptop is beautiful, not extremely light but thin enough and wide screen with a full keyboard.",LAPTOP#DESIGN_FEATURES,positive
2842,B00KB3MXH4_16_A159MX2ZLCCFU2:4,"The laptop is beautiful, not extremely light but thin enough and wide screen with a full keyboard.",DISPLAY#DESIGN_FEATURES,positive
2843,B00KB3MXH4_16_A159MX2ZLCCFU2:4,"The laptop is beautiful, not extremely light but thin enough and wide screen with a full keyboard.",KEYBOARD#DESIGN_FEATURES,positive
2844,B00KB3MXH4_16_A159MX2ZLCCFU2:5,The touch screen response is fast and it picks up bluetooth and wifi FAST.,DISPLAY#OPERATION_PERFORMANCE,positive
2845,B00KB3MXH4_16_A159MX2ZLCCFU2:5,The touch screen response is fast and it picks up bluetooth and wifi FAST.,LAPTOP#CONNECTIVITY,positive
2848,B00KB3MXH4_16_A159MX2ZLCCFU2:7,It's exactly like the picture and I AM SATISFIED.,LAPTOP#MISCELLANEOUS,positive
2849,B00KB3MXH4_16_A159MX2ZLCCFU2:7,It's exactly like the picture and I AM SATISFIED.,LAPTOP#GENERAL,positive
2850,B00KB3MXH4_19_A3N8I2LSC8VQF3:0,Great laptop light and very versatile,LAPTOP#GENERAL,positive
2851,B00KB3MXH4_19_A3N8I2LSC8VQF3:0,Great laptop light and very versatile,LAPTOP#DESIGN_FEATURES,positive
2852,B00KB3MXH4_19_A3N8I2LSC8VQF3:0,Great laptop light and very versatile,LAPTOP#USABILITY,positive
2853,B00KMRGF28_13_A29X881WVJ8402:0,it was easy to set up.,LAPTOP#USABILITY,positive
2854,B00KMRGF28_13_A29X881WVJ8402:1,I like the number pad for work so that's nice,KEYBOARD#DESIGN_FEATURES,positive
2855,B00KMRGF28_145_A1X3Y4R5C1S4JH:0,"This is going to be random and unorganized, but here are my thoughts on the laptop:So far so good after a month.",LAPTOP#GENERAL,positive
2857,B00KMRGF28_145_A1X3Y4R5C1S4JH:2,Everything seems to be running smoothly.,LAPTOP#OPERATION_PERFORMANCE,positive
